city,STUSAB,HD,LO,place,name,zipcode,income_per_capita,population,under44_1,under44_2,under44_3,older65_1,older_65_2
North Attleboro,MA,,1,,,02760,,,,,,,
North Augusta,SC,,1,50695,"North Augusta city, South Carolina",29841,30876,22603,1205,3473,2919,2293,1595
North Bergen,NJ,1,1,,,07047,,,,,,,
North Canton,OH,,1,56294,"North Canton city, Ohio",44720,32584,17362,2011,2119,1874,1696,2275
North Charleston,SC,,1,50875,"North Charleston city, South Carolina",29416,22992,109886,11416,20702,14877,7178,4085
North Conway,NH,1,,53860,"North Conway CDP, New Hampshire",03860,34412,2284,242,255,314,338,192
North Dartmouth,MA,1,,,,02747,,,,,,,
North East,MD,,1,56450,"North East town, Maryland",21901,29358,3624,238,655,302,332,229
North Hampton,NH,1,,,,03862,,,,,,,
North Haven,CT,1,,54940,"North Haven CDP, Connecticut",06473,47629,23786,1921,2575,2619,2397,2793
North Hollywood,CA,1,,,,91605,,,,,,,
North Kingstown,RI,1,,,,02852,,,,,,,
North Las Vegas,NV,2,1,51800,"North Las Vegas city, Nevada",89032,22958,236986,23358,34674,34121,16121,7627
North Lauderdale,FL,1,,49425,"North Lauderdale city, Florida",33068,19204,43829,4139,6477,6710,2274,1601
North Little Rock,AR,1,,50450,"North Little Rock city, Arkansas",72117,25629,66282,6165,11177,8683,5689,3125
North Miami Beach,FL,1,,49475,"North Miami Beach city, Florida",33162,20680,45069,4697,6806,6039,3089,2739
North Myrtle Beach,SC,1,1,51280,"North Myrtle Beach city, South Carolina",29582,39616,15862,611,1231,1477,3950,1677
North Olmsted,OH,1,,56882,"North Olmsted city, Ohio",44070,32129,31888,2420,3781,3552,3531,2910
North Port,FL,1,1,49675,"North Port city, Florida",34287,29921,64425,4634,6690,6838,8445,7037
North Providence,RI,,1,,,02904,,,,,,,
North Richland Hills,TX,1,,52356,"North Richland Hills city, Texas",76182,34557,69800,6092,9682,8167,6100,4129
North Smithfield,RI,,1,,,02895,,,,,,,
North Versailles,PA,1,,,,15137,,,,,,,
North Windham,CT,1,,,,06256,,,,,,,
Northbrook,IL,,1,53481,"Northbrook village, Illinois",60062,67306,33463,1304,2167,3585,3905,5115
Northfield,OH,,1,56448,"Northfield village, Ohio",44067,27722,3677,330,801,301,348,223
Northglenn,CO,,1,54330,"Northglenn city, Colorado",80234,28663,38918,4019,6720,5017,2430,2149
Northlake,IL,1,,53871,"Northlake city, Illinois",60164,21551,12351,1098,1625,1588,926,708
Northport,AL,,1,55200,"Northport city, Alabama",35452,26906,25457,2383,4672,3423,1793,1710
Northville,MI,1,,58980,"Northville city, Michigan",48167,68971,5971,216,430,800,712,404
Norwalk,CA,,1,52526,"Norwalk city, California",90650,22076,105886,11742,15511,14578,7140,5223
Norwalk,CT,1,,55990,"Norwalk city, Connecticut",06854,47322,88436,7262,13390,11373,7547,5659
Norwich,NY,,1,22623,"East Norwich CDP, New York",13815,66983,2902,244,214,256,334,180
Norwood,MA,1,,50285,"Norwood CDP, Massachusetts",02062,45020,29201,2040,4446,4041,2348,2717
Novi,MI,1,,59440,"Novi city, Michigan",48374,49122,59625,4252,7770,8148,4050,3933
O Fallon,IL,1,,,,62269,,,,,,,
O Fallon,MO,1,,,,63366,,,,,,,
Oak Harbor,WA,1,,50360,"Oak Harbor city, Washington",98277,25860,22820,2678,5031,2870,1428,1311
Oak Lawn,IL,1,,54820,"Oak Lawn village, Illinois",60453,30824,56420,4438,7806,6478,5168,4582
Oak Park Heights,MN,,1,47914,"Oak Park Heights city, Minnesota",55082,34880,4842,378,783,647,393,1008
Oak Ridge,TN,1,,55120,"Oak Ridge city, Tennessee",37830,32460,29030,2320,3920,3454,3231,2274
Oakbrook Terrace,IL,1,,54560,"Oakbrook Terrace city, Illinois",60181,39509,2912,273,592,325,371,308
Oakland,CA,1,,53000,"Oakland city, California",94601,40628,421042,32634,82207,67172,32704,21793
Oakland Park,FL,1,1,50575,"Oakland Park city, Florida",33309,26611,44339,2779,6956,6900,3323,1984
Oaks,PA,,1,02416,"Ancient Oaks CDP, Pennsylvania",19456,48148,7554,380,752,1126,725,490
Ocala,FL,1,3,50750,"Ocala city, Florida",34470-5001,25520,58598,5501,7192,7720,6291,4786
Oceanside,CA,2,1,53322,"Oceanside city, California",92056,32182,175389,17064,27157,22260,15279,11935
Odessa,TX,1,1,53388,"Odessa city, Texas",79762,30606,118582,13331,19958,14842,6498,5206
Ogden,UT,1,1,70960,"South Ogden city, Utah",84404,30920,17010,1439,2979,2177,1356,1151
Ogdensburg,NY,,1,54485,"Ogdensburg city, New York",13669-2208,21200,10748,724,1727,1556,976,750
Okeechobee,FL,1,,51200,"Okeechobee city, Florida",34974,20841,5638,363,969,663,461,495
Okemos,MI,1,,60340,"Okemos CDP, Michigan",48864,43332,23912,4223,2709,2748,1992,1282
Oklahoma City,OK,5,3,55000,"Oklahoma City city, Oklahoma",73012,29581,637284,57916,103520,85370,45707,31133
Olathe,KS,2,1,52575,"Olathe city, Kansas",66062,35771,135986,11311,17625,21294,9139,5100
Old Bridge,NJ,1,,54690,"Old Bridge CDP, New Jersey",08857,41486,23607,1662,3363,2768,1800,1397
Olean,NY,1,,54716,"Olean city, New York",14760,25785,13805,1055,1897,1605,1331,1098
Olive Branch,MS,1,,54040,"Olive Branch city, Mississippi",38654,30785,36721,3115,4709,5121,2477,1840
Olympia,WA,1,1,51300,"Olympia city, Washington",98501,34017,50836,5063,8482,7542,5135,3583
Omaha,NE,3,3,37000,"Omaha city, Nebraska",68114,31798,465112,46053,74165,58521,34522,24224
Omak,WA,1,,51340,"Omak city, Washington",98841,22792,4794,292,633,479,464,341
Onalaska,WI,1,,59925,"Onalaska city, Wisconsin",54650,37098,18546,1404,2205,2306,1951,1653
Oneida,NY,,1,54837,"Oneida city, New York",13502,26018,10980,696,1532,1191,909,789
Oneonta,NY,1,1,54881,"Oneonta city, New York",13820,20447,13834,6359,1218,874,701,1006
Ontario,CA,1,1,53896,"Ontario city, California",91761,22237,173580,20024,28047,24605,9412,5795
Ontario,OR,1,,54900,"Ontario city, Oregon",97914,18984,10997,1397,1274,1178,986,914
Opelika,AL,1,1,57048,"Opelika city, Alabama",36801,26001,29798,2655,4662,3714,2481,1887
Opelousas,LA,,1,58045,"Opelousas city, Louisiana",70570,15946,16399,1588,1932,1788,1508,1154
Orange,CA,2,,53980,"Orange city, California",92865,35737,139873,17215,21967,18032,9483,7311
Orange,CT,1,,57670,"Orange CDP, Connecticut",06477,53267,13937,1047,1202,1505,1535,1488
Orange,TX,1,,54168,"Orange Grove city, Texas",77630,18418,1712,107,227,166,107,107
Orange City,FL,1,1,51825,"Orange City city, Florida",32763,25979,11448,608,1547,1216,1500,1793
Orange Park,FL,2,1,52125,"Orange Park town, Florida",32003,28617,8680,753,1435,870,1070,866
Orangeburg,NY,,1,55167,"Orangeburg CDP, New York",10962,39943,4200,839,272,352,338,730
Orchard Park,NY,,1,55266,"Orchard Park village, New York",14127,46698,3154,181,334,340,475,245
Oregon City,OR,1,,55200,"Oregon City city, Oregon",97045,31908,36040,2567,5224,5751,3136,2197
Orem,UT,,1,57300,"Orem city, Utah",84058,23818,95428,17630,15460,10322,5226,4041
Orland Park,IL,1,1,56640,"Orland Park village, Illinois",60462,43923,59100,3642,6249,6808,6946,6008
Orlando,FL,8,3,53000,"Orlando city, Florida",32807,29930,275690,25916,61625,40716,16967,11208
Ormond Beach,FL,,1,53150,"Ormond Beach city, Florida",32174,34579,41907,2616,4151,4040,6493,5556
Oro Valley,AZ,1,,51600,"Oro Valley town, Arizona",85737,44999,43815,3045,2956,4290,7499,6559
Oroville,CA,1,,54386,"Oroville city, California",95965,16749,19040,2141,2888,2014,1453,1492
Osage Beach,MO,1,,55244,"Osage Beach city, Missouri",65065,27088,4909,384,203,488,950,594
Oshkosh,WI,,1,60500,"Oshkosh city, Wisconsin",54904,23844,66610,12962,10116,7810,3993,4766
Oswego,IL,1,,56887,"Oswego village, Illinois",60543,38286,34383,2998,3657,5883,1995,1131
Oswego,NY,,1,55574,"Oswego city, New York",New York,26754,17588,2937,2482,1749,1299,1223
Overland,MO,1,,55550,"Overland city, Missouri",63114,23147,15787,1502,2535,1878,1315,862
Overland Park,KS,2,1,53775,"Overland Park city, Kansas",66212,46122,188687,15394,28398,24631,15591,11842
Oviedo,FL,1,1,53575,"Oviedo city, Florida",32765,35656,39599,4118,4568,5309,2311,1730
Owasso,OK,1,1,56650,"Owasso city, Oklahoma",74055,30941,35646,3372,5855,4927,1964,1756
Owatonna,MN,,1,49300,"Owatonna city, Minnesota",55060,31082,25656,2124,3192,2942,2202,2006
Owensboro,KY,1,1,58620,"Owensboro city, Kentucky",42301,24716,59188,5350,8073,6856,5414,4798
Owings Mills,MD,1,,59425,"Owings Mills CDP, Maryland",21117,36414,34477,4238,5782,5270,2145,1482
Owosso,MI,1,,61940,"Owosso city, Michigan",48867,21909,14604,1776,2281,1597,1081,994
Oxford,AL,1,1,57576,"Oxford city, Alabama",36203,26723,21208,1477,2602,3247,1616,1531
Oxford,MA,1,,51790,"Oxford CDP, Massachusetts",01540,31354,5662,292,830,657,531,391
Oxford,MS,1,,54840,"Oxford city, Mississippi",38655,26728,23037,6584,4150,2825,1346,1307
Oxnard,CA,1,1,54652,"Oxnard city, California",93036,22914,207568,22775,32731,28488,11652,8570
Oxon Hill,MD,1,,59500,"Oxon Hill CDP, Maryland",20745,38298,17720,1722,2563,2379,1733,1238
Ozark,MO,,1,40034,"Lake Ozark city, Missouri",65721,32398,1759,199,194,98,370,101
Pace,FL,1,,53725,"Pace CDP, Florida",32571,28396,23749,2653,2733,2975,2247,1377
Paducah,KY,1,2,58836,"Paducah city, Kentucky",42001,30347,24879,2113,3254,3074,2697,2257
Pahrump,NV,1,,53800,"Pahrump CDP, Nevada",89060,24412,36174,1855,2894,3192,7014,4545
Painted Post,NY,1,,56088,"Painted Post village, New York",14870,32819,1727,146,200,229,212,158
Palatine,IL,1,,57225,"Palatine village, Illinois",60074,41227,68847,4012,10996,9515,5072,4019
Palatka,FL,1,,53875,"Palatka city, Florida",32177,16296,10320,914,1565,1038,994,938
Palestine,TX,,1,54708,"Palestine city, Texas",75801,19646,18237,1957,2370,2585,1337,1444
Palm Bay,FL,1,1,54000,"Palm Bay city, Florida",32907,22342,110271,9288,14525,12394,11443,8718
Palm Coast,FL,1,1,54200,"Palm Coast city, Florida",32137,25557,83940,5840,7802,8807,13836,9460
Palm Desert,CA,,1,55184,"Palm Desert city, California",92211,41912,52124,3664,5430,4847,8976,8606
Palm Springs,CA,1,,55254,"Palm Springs city, California",92264,42017,47525,2610,3787,4669,8359,6431
Palmdale,CA,2,2,55156,"Palmdale city, California",93551,22198,156904,16691,20660,19329,8501,5470
Panama City,FL,2,1,54725,"Panama City Beach city, Florida",32405,35180,12683,873,1883,1766,1579,760
Panama City Beach,FL,,1,54725,"Panama City Beach city, Florida",32407,35180,12683,873,1883,1766,1579,760
Panorama City,CA,1,,,,91402,,,,,,,
Papillion,NE,1,1,38295,"Papillion city, Nebraska",68046,36784,20466,1463,3174,2731,1509,1140
Paramount,CA,1,,55618,"Paramount city, California",90723,17381,54776,6861,8067,7632,2613,1709
Paramus,NJ,1,,55950,"Paramus borough, New Jersey",07652,45794,26613,2091,2344,3082,2818,3404
Paris,TN,,1,56720,"Paris city, Tennessee",38242,18355,10042,793,1481,999,958,1097
Paris,TX,1,,55080,"Paris city, Texas",75460,20127,24842,2113,3489,2639,2366,2248
Park City,UT,1,,58070,"Park City city, Utah",84098,62815,8296,888,1380,970,837,262
Parker,CO,1,1,57630,"Parker town, Colorado",80134,41946,52563,4358,5989,9324,2492,1139
Parkersburg,,,1,,,,,,,,,,
Parkesburg,PA,1,,58032,"Parkesburg borough, Pennsylvania",19365,27953,3781,325,398,665,262,217
Parkville,MD,2,1,60275,"Parkville CDP, Maryland",21234,31717,31633,3143,5360,3704,2579,1770
Parsippany,NJ,1,,,,07054,,,,,,,
Pasadena,TX,1,,56000,"Pasadena city, Texas",77505,22993,154193,16006,23230,19114,9214,5368
Pascagoula,MS,,1,55360,"Pascagoula city, Mississippi",39567,24065,21865,2030,3189,2527,1795,1246
Paso Robles,CA,,1,22300,"El Paso de Robles (Paso Robles) city, California",93447,31991,31656,3070,4254,3904,2605,2434
Passaic,NJ,1,,56550,"Passaic city, New Jersey",07055,17457,70131,7046,10503,9492,4128,2368
Patchogue,NY,1,,56660,"Patchogue village, New York",11772,39500,12398,1057,2193,2009,726,594
Paterson,NJ,1,1,57000,"Paterson city, New Jersey",07504,18313,145800,15086,21637,18962,9178,6403
Payson,AZ,1,,53700,"Payson town, Arizona",85541,29636,15439,879,1236,1153,3107,2548
Peachtree City,GA,1,,59724,"Peachtree City city, Georgia",30269,48608,35165,2484,2920,4370,3783,2263
Pearl City,HI,1,,62600,"Pearl City CDP, Hawaii",96782,36496,46129,4634,5894,5143,5803,4966
Pearland,TX,2,1,56348,"Pearland city, Texas",77581,41674,117867,8767,17215,19037,7730,4895
Pelham,AL,1,,58848,"Pelham city, Alabama",35124,37067,23242,1919,3144,3401,2225,922
Pell City,AL,1,,58896,"Pell City city, Alabama",35125,26985,13593,1134,2114,1594,1283,1130
Pembroke,MA,,1,48710,"North Pembroke CDP, Massachusetts",Massachusetts,44447,3255,325,411,222,364,241
Pembroke Pines,FL,1,1,55775,"Pembroke Pines city, Florida",33024,30841,168260,15475,21613,22852,15154,13347
Pensacola,FL,3,3,76675,"West Pensacola CDP, Florida",32503,17784,21243,1871,3294,2612,2076,1498
Peoria,AZ,2,,54050,"Peoria city, Arizona",85345,33075,164572,12950,20344,20721,15258,11452
Peoria,IL,1,1,59000,"Peoria city, Illinois",61615,30158,114512,12332,17116,13699,9440,7569
Perris,CA,1,,56700,"Perris city, California",92570,17436,76276,9922,11461,9895,3153,1402
Peru,IL,1,,59234,"Peru city, Illinois",61354,30819,9864,706,1241,919,995,1455
Petal,MS,,1,56800,"Petal city, Mississippi",39465,24789,10669,832,1267,1452,715,678
Petoskey,MI,1,,63820,"Petoskey city, Michigan",49770,34560,5707,413,836,620,726,446
Pflugerville,TX,1,,57176,"Pflugerville city, Texas",78660,36405,59757,4091,8684,9613,3353,1786
Pharr,TX,1,,57200,"Pharr city, Texas",78577,14655,77835,8292,10479,9720,5212,3892
Phenix City,AL,1,,59472,"Phenix City city, Alabama",36867,22501,36641,3566,5751,4787,2359,1898
Philadelphia,MS,,1,56960,"Philadelphia city, Mississippi",39350,20244,7284,794,976,776,681,547
Philadelphia,PA,5,4,53944,"New Philadelphia borough, Pennsylvania",19114,24309,1021,80,139,130,94,79
Phillipsburg,NJ,1,,58350,"Phillipsburg town, New Jersey",08865,26294,14415,1270,1890,1769,1059,908
Phoenix,AZ,9,4,55000,"Phoenix city, Arizona",85018,27870,1610071,159598,255994,222894,100982,64629
Phoenix,OR,1,,57500,"Phoenix city, Oregon",97535,23371,4536,423,382,504,741,684
Picayune,MS,1,,57160,"Picayune city, Mississippi",39466,19153,11140,1087,1611,1219,972,831
Pico Rivera,CA,,1,56924,"Pico Rivera city, California",90660,22076,63432,6486,8997,8495,4826,4311
Pikeville,KY,,1,60852,"Pikeville city, Kentucky",41501,30103,6967,1296,956,861,509,459
Pinecrest,FL,1,,56625,"Pinecrest village, Florida",33156,77459,19446,1536,1773,2303,1728,1233
Pinellas Park,FL,1,1,56975,"Pinellas Park city, Florida",33781,25221,52291,3354,7143,6119,5946,5031
Pineville,LA,,1,60530,"Pineville city, Louisiana",71405,22701,14313,2112,2084,1770,867,806
Pineville,NC,1,,52220,"Pineville town, North Carolina",28134,31290,8574,732,1614,1086,599,1025
Piqua,OH,1,,62848,"Piqua city, Ohio",45356,22247,20941,1611,2668,2810,1933,1567
Piscataway,NJ,,1,,,08854,,,,,,,
Pittsboro,NC,,1,52660,"Pittsboro town, North Carolina",27312,33029,4098,277,593,495,450,515
Pittsburg,CA,1,,57456,"Pittsburg city, California",94565,28258,70492,7320,10436,9928,4890,2742
Pittsburg,KS,1,,56025,"Pittsburg city, Kansas",66762,19066,20280,5470,2685,2077,1366,1144
Pittsburgh,PA,5,,78700,"University of Pittsburgh Johnstown CDP, Pennsylvania",15206,3713,1552,1552,0,0,0,0
Pittsfield,MA,1,,53960,"Pittsfield city, Massachusetts",01201,30168,43058,3527,5624,5130,4556,3652
Placerville,CA,1,,57540,"Placerville city, California",95667,27903,10860,852,1850,1150,1183,871
Plainville,CT,,1,,,06062,,,,,,,
Plainville,MA,,1,,,02762,,,,,,,
Plainwell,MI,1,,64740,"Plainwell city, Michigan",49080,24628,3802,254,525,504,356,344
Plaistow,NH,1,,,,03865,,,,,,,
Plano,TX,4,1,58016,"Plano city, Texas",75023,46394,284579,23000,39509,41494,22869,13221
Plant City,FL,,1,57550,"Plant City city, Florida",33566,24275,38119,3292,5011,5554,3105,2033
Plattsburgh,NY,,1,58601,"Plattsburgh West CDP, New York",12901,21503,1370,73,139,218,117,59
Pleasanton,CA,1,,57792,"Pleasanton city, California",94588,64504,80847,4695,7866,11270,6200,5064
Plover,WI,,1,63525,"Plover village, Wisconsin",54467-3131,32050,12686,1369,1718,1431,1340,866
Plymouth,IN,,1,60822,"Plymouth city, Indiana",46563,18691,9996,1075,1058,1295,729,847
Plymouth,MA,1,,48780,"North Plymouth CDP, Massachusetts",02360,32794,3787,282,509,492,374,242
Plymouth,MI,1,,65060,"Plymouth city, Michigan",48170,54862,9054,421,1389,1283,808,619
Plymouth,MN,1,1,51730,"Plymouth city, Minnesota",55441,54206,77213,4735,10961,10496,6915,4435
Pocatello,ID,,1,64090,"Pocatello city, Idaho",83202,23752,55162,7343,8825,6711,4124,2832
Pocomoke City,MD,,1,62475,"Pocomoke City city, Maryland",21851,19598,4082,333,523,435,355,402
Pomona,CA,1,,58072,"Pomona city, California",91766,19774,152494,21042,22354,20301,8591,6900
Pompano Beach,FL,1,1,58050,"Pompano Beach city, Florida",33062,27165,108855,7806,15819,13207,9899,11470
Ponca City,OK,,1,59850,"Ponca City city, Oklahoma",74601,24476,24424,2327,3106,2713,2409,1931
Ponce,PR,1,,63820,"Ponce zona urbana, Puerto Rico",00728,11822,116796,,,,,
Ponderay,ID,1,,64450,"Ponderay city, Idaho",83852,17908,1179,120,184,125,107,86
Pontiac,MI,1,,65440,"Pontiac city, Michigan",48341,18664,60116,6901,9074,7506,3838,2712
Pooler,GA,1,1,62104,"Pooler city, Georgia",19462,36684,23102,1646,3278,3623,1482,893
Poplar Bluff,MO,1,,59096,"Poplar Bluff city, Missouri",63901,19371,17107,1554,2189,2099,1513,1463
Port Arthur,TX,,1,58820,"Port Arthur city, Texas",77640,19168,55249,5304,8083,6813,3664,3073
Port Charlotte,FL,2,1,58350,"Port Charlotte CDP, Florida",33948,24824,61204,4082,5929,5800,10079,8273
Port Chester,NY,1,,59223,"Port Chester village, New York",10573,29885,29418,2655,4122,5051,1862,1861
Port Orange,FL,1,1,58575,"Port Orange city, Florida",32127,27954,61601,5059,6787,6921,8499,6303
Port Orchard,WA,,1,55785,"Port Orchard city, Washington",98367,29168,13788,1413,2314,1915,1044,938
Port Richey,FL,1,,48525,"New Port Richey East CDP, Florida",34668,23911,10161,838,1298,970,1503,1070
Port Saint Lucie,FL,2,,,,34953,,,,,,,
Port St. Lucie,FL,,1,58715,"Port St. Lucie city, Florida",34986,25947,183762,13838,21484,23272,20653,15906
Portage,MI,1,1,65560,"Portage city, Michigan",49002,34737,48421,4823,6730,5818,4203,3415
Porter,TX,1,,58850,"Porter Heights CDP, Texas",77365,30147,1206,0,0,252,170,315
Porterville,CA,1,1,58240,"Porterville city, California",93257,17334,59797,6813,8463,7050,3699,2909
Portland,ME,1,1,71990,"South Portland city, Maine",04102,36385,25515,2835,3232,3291,2502,1661
Portland,OR,4,1,59000,"Portland city, Oregon",97216,38674,639387,51799,126817,108599,49062,29662
Portsmouth,NH,1,,62900,"Portsmouth city, New Hampshire",03801,50351,21778,1745,4318,2934,2187,1765
Portsmouth,VA,,1,64000,"Portsmouth city, Virginia",23701,25179,95311,9379,15554,11033,7700,5853
Potsdam,NY,,1,59564,"Potsdam village, New York",13676,16775,9281,5358,667,658,353,287
Pottstown,PA,1,,62416,"Pottstown borough, Pennsylvania",19464,25654,22694,1845,3613,2882,1627,1240
Pottsville,PA,,1,62432,"Pottsville city, Pennsylvania",17970,25654,13728,1315,1493,1857,1466,1253
Poughkeepsie,NY,1,1,59641,"Poughkeepsie city, New York",12601,27067,30356,3313,4706,4144,2600,2105
Poulsbo,WA,1,,55995,"Poulsbo city, Washington",98370,34240,10301,865,1187,1467,1194,1050
Poway,CA,1,1,58520,"Poway city, California",92064,43834,49842,3772,5377,6388,4936,3187
Powder Springs,GA,1,,62524,"Powder Springs city, Georgia",30127,28566,14945,1199,1767,2039,1060,676
Powell,OH,1,,64486,"Powell city, Ohio",43065,58740,12909,726,846,2369,828,547
Prattville,AL,1,1,62328,"Prattville city, Alabama",36066,30693,35657,2956,5035,4661,2977,2165
Prescott,AZ,1,1,57380,"Prescott city, Arizona",86301,32993,42068,3900,3642,3424,8585,6410
Prescott Valley,AZ,1,,57450,"Prescott Valley town, Arizona",86314,24515,43198,2691,4895,4264,6776,4488
Presque Isle,ME,,1,60825,"Presque Isle city, Maine",04769,26416,9162,1045,1154,892,840,898
Primos-Secane,PA,1,,,,19018,,,,,,,
Prince George,VA,,1,64560,"Prince George CDP, Virginia",23801,22588,2129,37,222,402,190,158
Princeton,NJ,1,,60975,"Princeton Meadows CDP, New Jersey",08540,48349,13438,420,2976,2842,504,145
Providence,RI,1,,59000,"Providence city, Rhode Island",02904,25435,179435,31470,30969,21859,9868,8384
Provo,UT,1,,62470,"Provo city, Utah",84601,19879,116146,42452,18898,9363,3608,3289
